"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Armenia","ARM","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.02422300237042","2.31180038075694","2.01900948156246","1.00015832470269","0.505744286916326","0.588114818325782","0.393971701911446","0.502070844901321","0.48611683532469","0.412295129332327","0.436890995420766","0.394328728245012","0.296978815706251","0.286322945174401","0.27171838637852","0.274145871248473","0.236419785029994","0.234716672460915","0.235349685902812","0.215988495354525","0.200764682280302","0.213861327225172","0.211650915864241","0.193034055765033","0.187434992472899","0.183201179762014","0.16120999811796","0.150555565894079","0.148623642813818","0.147174887620732","0.170473478735323","","",
"American Samoa","ASM","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2675004552421","0.256952064603899","0.245096759604349","0.231057240761407","0.215124066198631","0.23009327707383","0.229620570011403","0.224769115356232","0.226819279829694","0.225700486401997","0.216974103722429","0.228990773982781","0.232335550260563","0.231195976938198","0.216829553185747","0.202452208278176","0.184101244105355","0.1727159780099","0.17308847360522","0.206992442731492","0.22790458557002","0.222983777514943","0.239799079331735","0.24505126579053","0.24512286147588","0.257547287711107","0.256342116275406","0.253249162603513","0.235156302713416","0.224241311910507","0.254430556843444","","",
"Australia","AUS","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.888170292596894","0.858702763613927","0.841148542080606","0.805669079221829","0.77989613482644","0.765951652194431","0.744210683897166","0.72243036317983","0.722050882606069","0.69597687548548","0.672049706830206","0.648586921317158","0.624238919291","0.594072339390219","0.578296260655558","0.553279763265985","0.524949030732954","0.503487132334211","0.485953436488845","0.450412355385785","0.456480797678592","0.420127546809187","0.406041438029866","0.365608021340731","0.344366542410147","0.349918448654887","0.345116875733362","0.333532241177393","0.315727202373561","0.299915203933043","0.277660981888725","","",
"Austria","AUT","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.389774285403622","0.39042046925508","0.345411901780835","0.336437299945445","0.324370598058573","0.32483899472025","0.332020786063922","0.316998424017198","0.303934891670399","0.285782778840266","0.269925261054814","0.284250571274705","0.275310986257009","0.285240891309874","0.274645162929167","0.26465074515036","0.237975705175536","0.217792176315649","0.205736085092856","0.188697638180789","0.199146959114845","0.183030137311398","0.166256843418158","0.161804808458332","0.148790434287578","0.14677081849894","0.138386888770511","0.138206091249484","0.12541970562879","0.121662079231632","0.115883331530706","","",
"Azerbaijan","AZE","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.41887164670793","1.34532635122215","2.07658007261798","1.99256462869116","1.69454117437036","1.8233737105873","1.48013206091466","1.33968598312923","1.20438201309897","1.09044074803564","1.01725060206154","0.86304458580361","0.770046588271259","0.7478013481516","0.660561225881718","0.531134053841009","0.388749179459319","0.274402739601546","0.267896617370881","0.203939967956743","0.182924850813394","0.200893827111615","0.202984359960954","0.191144614865316","0.19385342940679","0.220424849052734","0.229904158877353","0.22965400419592","0.226279703609158","0.235377118531862","0.234473648171088","","",
"Burundi","BDI","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.056139628889813","0.0632977751248223","0.0536900837316972","0.0585507859416601","0.0596096700735578","0.0653040376541811","0.0717631520570741","0.0726174310555406","0.0704622297243189","0.0705844622508351","0.0781929008368362","0.0599779664674111","0.0586684084445845","0.0457206105924118","0.0395945950358395","0.038382051625266","0.0420341610779117","0.0396656377487355","0.0383899348049841","0.0366335122407293","0.0561964715566828","0.0588112179263595","0.0570293502504831","0.0518308429479283","0.0476898411445261","0.0429002107981467","0.0528812432716092","0.0631724906502164","0.076294499166604","0.0783210831339571","0.0777209144901958","","",
"Belgium","BEL","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.58682876942673","0.581114293185528","0.551592692945912","0.533296319512748","0.527842840645633","0.503497543657605","0.517071021878592","0.482712453175905","0.480259840934591","0.443998448855917","0.411660759430275","0.399543538247882","0.35426675017813","0.359842182696883","0.339235893058311","0.319164433080375","0.290628699198681","0.265756217715615","0.263021076677837","0.245124091543117","0.246217334775201","0.213501249176658","0.202834613342614","0.198115992159438","0.179425968853357","0.182568644616985","0.171010391398172","0.161361463375921","0.155802000871209","0.14503745753267","0.135300782228104","","",
"Benin","BEN","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0527006238521391","0.0405238894887089","0.0397631212609986","0.0373082762743499","0.0349386664779777","0.0347716486652976","0.105483346002507","0.124571247062988","0.116398491197338","0.120245366756112","0.118035359220333","0.1334852603651","0.157616018845893","0.167667860783622","0.169362720633627","0.176894249564231","0.197644174372054","0.209128302659897","0.196563587232582","0.209870386536679","0.221838363277411","0.203521714062932","0.182845506796932","0.175086087361504","0.177929967623792","0.18032821904239","0.206284424523231","0.202104079953396","0.204549432418272","0.184857149560602","0.187580941587696","","",
"Burkina Faso","BFA","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.114417949228823","0.102411104962438","0.101762762469916","0.0980942462540238","0.0951311642646198","0.0900994966491113","0.0903129447300438","0.0953665885790334","0.0933468689948785","0.0909815700603341","0.0981256133236166","0.0878912612305912","0.0831753617211341","0.0812047001466525","0.077845047464344","0.070530541069566","0.0783302637620502","0.088026009827455","0.0926359407388413","0.0903577504522813","0.0893349966851121","0.0862391203519378","0.100352235321022","0.102556735157721","0.10070262038127","0.122508671900069","0.11312286605428","0.11787432144486","0.120173560689888","0.122759878432984","0.114897027564018","","",
"Bangladesh","BGD","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.109750722371523","0.0964164101525569","0.0975966240283242","0.0967833582081119","0.0982877361711666","0.111939245801278","0.106890288029464","0.11338713865501","0.108171686366916","0.106440928675598","0.101707956712729","0.117301577731518","0.118396235646055","0.116317875059524","0.114772005319569","0.111925795634335","0.11171702507963","0.107518684838955","0.108910118708374","0.110870953081907","0.117077486131814","0.115886382174798","0.111001088036491","0.109456012831803","0.1063695172808","0.10992361456388","0.111381409202741","0.112153366937667","0.111698118609397","0.0982147713032014","0.086483484379599","","",
"Bulgaria","BGR","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.11807302185572","0.944077008190142","0.936844447942832","0.938316144594875","0.866780192043631","0.843158638951592","0.965514175571973","1.10870508255927","0.989562121767786","0.929463081506693","0.827452375937042","0.82852603259593","0.7144754544814","0.732388389883208","0.665646637676003","0.608786456360628","0.564641166270127","0.543729551095337","0.465505687106168","0.406415245840206","0.404433400159267","0.428956835637554","0.377444035133381","0.32788620294335","0.330461268414249","0.337612288233129","0.29076898119064","0.289029572811421","0.253053840463427","0.223129991155911","0.196172381850499","","",
"Bahrain","BHR","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.806492954417792","0.675815082055378","0.734594294947607","0.676893944616456","0.679952714911615","0.648655962831946","0.639830348390088","0.62135425113133","0.630001507627272","0.594171573894762","0.56696390390934","0.558368239454098","0.55909929485609","0.537444866862821","0.488782766991582","0.512370879508601","0.507263903458144","0.466546241482934","0.46385052465174","0.448661456360163","0.446381284821738","0.429647475141694","0.412509269672654","0.426084312178459","0.443533782464664","0.487696778439516","0.474706091779376","0.42808654209144","0.413814492880538","0.425278853883694","0.433617032601588","","",
"Bahamas, The","BHS","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.362611444845394","0.378904023442631","0.36066671006697","0.328316570780198","0.315822372375993","0.30831214039066","0.286045565588022","0.248462915132106","0.287902106787229","0.270918558862326","0.252917884063895","0.231809892072427","0.225987784321062","0.229574091480195","0.219386170453425","0.192067466867909","0.177190843810124","0.17230777896283","0.177522532947115","0.186614491914256","0.178972974924858","0.192186048052425","0.203976338109682","0.243196439406306","0.207104819695627","0.177061220053184","0.160487121486248","0.159646873249974","0.19511686804944","0.181183789661121","0.218954129786107","","",
"Bosnia and Herzegovina","BIH","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.891190240615141","0.769836773618592","0.497281673959287","0.737671401426966","0.799509632869612","0.702991112014797","0.808951713225855","0.764697440672211","0.745095360740505","0.723697563229187","0.695330304500913","0.665029443749639","0.641647695827603","0.612367196156653","0.612487374661299","0.610387039905422","0.601700633335197","0.649906746059785","0.591195548699285","0.559813154320655","0.489977167196454","0.470957371490204","0.499041106522049","0.485682055045967","0.449382378235182","0.389965672199826","0.397710571923355","","",
"Belarus","BLR","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.87470814088714","1.76899711659561","1.74484712370774","1.60206311602996","1.50686022866446","1.4653460151088","1.42282566849776","1.2677476954476","1.12085730907295","1.02700361138982","0.914821339353201","0.834179499092001","0.782422091357963","0.727500194814802","0.674756991326519","0.605655158646738","0.556150479538003","0.486190028551062","0.454821002853943","0.428150627518638","0.421745368504321","0.372177285401978","0.349269833234761","0.333904705134757","0.330916913391427","0.320500896505646","0.327756786063946","0.323947797433333","0.323174759781623","0.304556150515594","0.287559216667219","","",
"Belize","BLZ","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.417811891890231","0.469185857222369","0.352450169236449","0.344054081576628","0.334436563241983","0.327207649180088","0.259300311900145","0.309939529428923","0.281346310420711","0.237555292618648","0.235040522621395","0.247866048194842","0.216312015955222","0.193645123135414","0.163747758508028","0.165067702981682","0.16233079379751","0.163100221211701","0.149075498640995","0.175559637433836","0.171092500580352","0.181466549585993","0.151754602804198","0.143015555679943","0.149367294216699","0.202791384489987","0.195087426649603","0.195067297026247","0.184658353657819","0.20336847158271","0.217341115052573","","",
"Bermuda","BMU","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.63915507709947","0.61327398804969","0.606495250178994","0.521757062082202","0.454985456052071","0.384309049537107","0.348924488968045","0.360362329396882","0.322382776749601","0.300471126652589","0.280499788481577","0.259954947310157","0.266591758625677","0.270987928664523","0.26770322325818","0.261835940474649","0.262773622297066","0.271925116695288","0.268804131849627","0.275386268395641","0.283127176705325","0.286767742065575","0.275999725528689","0.259501598271794","0.257806156822034","0.257957847855306","0.257791762883006","0.229391230540813","0.217442399459922","0.208477501785192","0.189820334467977","","",
"Brazil","BRA","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.198419854144177","0.197242809079196","0.196158342683025","0.189118958120793","0.180808499075392","0.184264822743293","0.192545336050352","0.196266166578346","0.199788951434611","0.203093912243854","0.198282497191757","0.194733927049188","0.185120791423294","0.175565357787363","0.17087516285771","0.162089052695907","0.153039578140064","0.147572240649517","0.146013433675891","0.136078220833996","0.142172847746463","0.140810297037507","0.151484970863035","0.155348188051074","0.160524978304068","0.160989574340521","0.152113973897814","0.150953687336698","0.137883504187849","0.133967729381939","0.130369783198359","","",
"Barbados","BRB","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.40211570638569","0.403017790127746","0.386787722694731","0.355054077372044","0.361275448253528","0.353220458925268","0.345540286921844","0.353434361925594","0.358563435107815","0.374591054520931","0.344719434273455","0.353632891082211","0.342504370481385","0.340605470787514","0.335013294240541","0.323670900496559","0.300883313703611","0.291130271158174","0.336117092710048","0.347493104962669","0.325389044254308","0.328702160354312","0.337610837408868","0.329581481247151","0.295914005121548","0.285717547093205","0.282345858573117","0.260348927236374","0.276078077188267","0.248585746249276","0.26405078785697","","",
"Brunei Darussalam","BRN","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.225624585994225","0.219648026222137","0.217167435003238","0.231709983446906","0.238816968189842","0.241501330636471","0.241872882417121","0.261219874279481","0.224600883211801","0.210881262556988","0.213382004178038","0.202715429630567","0.188543960674204","0.214499518515956","0.192299331851099","0.181667260670031","0.254353717692203","0.234863165685807","0.260310726148065","0.262027725194524","0.229811477844595","0.22190576261248","0.207314013142314","0.212741551895678","0.212340157772276","0.246549180743463","0.294862253012801","0.281572532504189","0.284235431300042","0.251633189108415","0.333657386219771","","",
"Bhutan","BTN","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.212004260008882","0.203032494578322","0.212938757568451","0.176054669586767","0.191004194230468","0.208774552968167","0.23410006486988","0.280704646704861","0.259502460115086","0.237673126185992","0.230988086703912","0.203381927222025","0.195749121110629","0.163414268718951","0.124598756659463","0.142024506354148","0.12943780627781","0.106805082838246","0.105992511799243","0.092638983839683","0.101624486479314","0.139122633484337","0.142051183821418","0.151306447146508","0.153621942064247","0.142494077519211","0.150775883888746","0.149053795647769","0.15618026940111","0.142953551937936","0.113541640914261","","",
"Botswana","BWA","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.359703557960929","0.315402100361879","0.361386178394847","0.34127752129967","0.305615988020536","0.28963761211624","0.245683665771891","0.234432742445139","0.277185253880591","0.261172135306336","0.261785488235922","0.24472897726746","0.236652282338427","0.215658338645371","0.207375882513316","0.20724087887643","0.177208809426994","0.172392631773612","0.16658550780252","0.18374725297401","0.132784465728145","0.140231179697675","0.130036380556107","0.190526696420794","0.215636820768445","0.224643962066791","0.184465457222585","0.208432957050473","0.214630828629573","0.182733166235449","0.158242572549022","","",
"Central African Republic","CAF","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0830739956980566","0.0775272034742589","0.0864227736941004","0.0875273920913287","0.0833013382842689","0.0775786951504519","0.080908539234094","0.0755337388372072","0.0971419629824795","0.0962855167910693","0.099165773901478","0.0965768811401861","0.0906148929508459","0.086861774569878","0.0781483674225446","0.0743931790951306","0.0720152007731668","0.0680330031070071","0.0471451925029389","0.0423349413891641","0.0415495740720309","0.0434008427769668","0.0403350588592343","0.0367157298098412","0.0405516769435829","0.0521466141256005","0.0534452231542056","0.0530121611151433","0.0513801611808274","0.0503032775232525","0.0494632779883548","","",
"Canada","CAN","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.748845879248484","0.728859922473506","0.728594580458385","0.68625358601274","0.665427224188986","0.651055925396304","0.64833682104569","0.631218036248407","0.610819555424283","0.583968501955022","0.570717890884064","0.54022504141647","0.540011693418962","0.53194402342888","0.495028330592697","0.468727418260476","0.435348094944854","0.439178641512113","0.410127314095013","0.398928108380268","0.393884164380815","0.383958143814284","0.372108411153209","0.357591828199147","0.346467273878802","0.350344281813989","0.331849492471613","0.321773672593209","0.31277835931371","0.302067436456495","0.287961499418105","","",
"Central Europe and the Baltics","CEB","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.26115949604804","1.24707975309207","1.15440922759312","1.0786363933803","0.989288586389706","0.921184611220661","0.906760925789328","0.849830208466944","0.764982611947178","0.700542077710334","0.654143566745836","0.62140592050616","0.568887262679087","0.559505688567548","0.512718750129424","0.484318756247654","0.447393471120473","0.405379394192804","0.358347964512904","0.33162967158611","0.325768788956583","0.305262453750659","0.284086516802714","0.265004555212117","0.246289390491941","0.238905920362159","0.229744314762991","0.223198555356919","0.206675885376849","0.179792140001591","0.168062414663637","","",
"Switzerland","CHE","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.226672642206377","0.233237296784322","0.22831903835836","0.212316796717889","0.201213290488824","0.200035156329421","0.197491097498853","0.184221637187677","0.18380071282969","0.179403351102684","0.16578661040359","0.16514416291686","0.15453932662988","0.157723499383732","0.152531158745109","0.148468189598732","0.131328050988162","0.113230520714106","0.109261673619208","0.106452296695123","0.1061265651627","0.0905500213864581","0.0894444684762689","0.0872787661571612","0.07662874402758","0.0723165868651836","0.0703368332199965","0.0671437294106246","0.0622749651961244","0.0599791524986121","0.0569222382659294","","",
"Channel Islands","CHI","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.515743731735898","0.442574238403921","0.397907733284216","0.384818177318965","0.389428933510797","0.372850391630774","0.385933382714317","0.403550533727432","0.388485317121044","0.401985343129232","0.346904115964114","0.315846796186455","0.305681404340067","0.292533666006669","0.292445756325702","0.27277383084043","0.223173455908475","0.23196851042587","0.24656553814542","0.241223310641401","0.226564285796094","0.219020458720888","0.209482026910899","0.211369388620991","0.190022046286256","0.20286181250783","0.203621108842946","0.193254546120782","0.181096849512541","0.188577489657076","0.176220265280773","","",
"China","CHN","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.95079355377239","1.8293755153335","1.64476901032718","1.54338608193311","1.39861691414597","1.37782543777787","1.22369397343466","1.12404431505294","1.06426570543068","0.949906048568627","0.908532312438129","0.864888812330869","0.839397703773586","0.871863834277832","0.891131269555318","0.883571748087191","0.840400861142067","0.778182667228099","0.716891436057003","0.698108277661818","0.684556525260047","0.670493270622632","0.630798744241972","0.61656403787751","0.585297654694302","0.553993430367738","0.526980725622827","0.507329210515754","0.486080645102602","0.459036473319486","0.45069081708566","","",
"Cote d'Ivoire","CIV","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0824101813017862","0.0822177123531582","0.0800228419683022","0.0835531976300648","0.0848880667401016","0.0844255785841954","0.0927049965865322","0.101956862901996","0.0970314584079595","0.129488759967945","0.120601691261911","0.120631943126623","0.128594754267606","0.102724119871565","0.0998459797732635","0.103052314971594","0.0942883316902627","0.0901553124757002","0.096610277852085","0.0863095760853236","0.0840456447194397","0.0838249879487696","0.104823396018249","0.101761260585336","0.094010532199676","0.0907350710915814","0.0844120218219811","0.0879099061802329","0.0790203852435557","0.0774817793319587","0.0755658453088428","","",
"Cameroon","CMR","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.125960289338453","0.304264591103053","0.301740261325966","0.269653152411442","0.207580961953449","0.200174239914133","0.191683788710468","0.184329121725292","0.180427810515307","0.161725878040001","0.165687396914912","0.153760893579196","0.144253060141218","0.13604582909983","0.121782518494085","0.113109075413461","0.10728558640575","0.12057714757517","0.119947677989984","0.127797531679934","0.122408047043604","0.112476033913412","0.10802082002054","0.108928041256349","0.10944100087211","0.107444271479616","0.106344260258056","0.100802396760619","0.101719197036643","0.0946649736996299","0.0968223127647216","","",
